t,F,D,P1,P2,T
140.338,0.00098,-0.009,100.0,0.0,17.99
140.488,0.00098,-0.009,100.0,0.0,17.99
140.637,0.00098,-0.006,100.0,0.0,17.99
140.785,0.00098,-0.003,100.0,0.0,17.99
140.932,0.00098,-0.003,100.0,0.0,17.99
141.08,-0.00439,0.0,100.0,0.0,17.96
141.228,-0.00439,0.006,100.0,0.0,17.96
141.377,-0.00439,0.009,100.0,0.0,17.93
141.524,-0.00439,0.009,100.0,0.0,17.93
141.673,-0.00439,0.012,100.0,0.0,17.98
141.82,-0.00439,0.016,100.0,0.0,17.98
141.969,-0.00439,0.016,100.0,0.0,17.98
142.116,-0.00439,0.022,100.0,0.0,17.98
142.265,-0.00439,0.025,100.0,0.0,18.02
142.412,-0.00439,0.028,100.0,0.0,18.02
142.561,-0.00439,0.028,100.0,0.0,18.09
142.708,-0.00439,0.034,100.0,0.0,18.09
142.857,-0.00439,0.038,100.0,0.0,18.12
143.004,-0.00439,0.041,100.0,0.0,18.12
143.157,-0.00439,0.041,100.0,0.0,18.1
143.304,-0.00439,0.044,100.0,0.0,18.1
143.453,-0.00439,0.05,100.0,0.0,18.12
143.6,-0.00439,0.05,100.0,0.0,18.12
143.747,3e-05,0.053,100.0,0.0,18.1
143.895,3e-05,0.056,100.0,0.0,18.1
144.042,3e-05,0.063,100.0,0.0,18.16
144.189,0.00095,0.063,100.0,0.0,18.16
144.336,0.00095,0.066,100.0,0.0,18.18
144.483,0.00095,0.069,100.0,0.0,18.18
144.63,0.00095,0.069,100.0,0.0,18.18
144.777,0.00095,0.072,100.0,0.0,18.04
144.924,0.00152,0.078,100.0,0.0,18.04
145.071,0.00152,0.081,100.0,0.0,18.03
145.218,0.00152,0.081,100.0,0.0,18.03
145.364,0.00152,0.084,100.0,0.0,18.06
145.512,0.00152,0.091,100.0,0.0,18.06
145.658,0.00152,0.091,100.0,0.0,18.09
145.806,0.00152,0.094,100.0,0.0,18.09
145.952,0.00152,0.097,100.0,0.0,18.08
146.1,0.00152,0.1,100.0,0.0,18.08
146.246,0.00152,0.1,100.0,0.0,18.1
146.393,0.00152,0.106,99.0,0.0,18.1
146.538,0.00152,0.109,100.0,0.0,18.05
146.685,0.00152,0.112,100.0,0.0,18.05
146.842,0.00152,0.112,100.0,0.0,18.08
146.988,0.00152,0.119,100.0,0.0,18.08
147.136,0.00152,0.122,100.0,0.0,18.14
147.282,0.00152,0.122,100.0,0.0,18.14
147.43,0.00152,0.125,100.0,0.0,18.16
147.576,0.09832,0.128,100.0,0.0,18.16
147.724,0.09832,0.134,100.0,0.0,18.14
147.871,0.09832,0.134,100.0,0.0,18.14
148.018,0.11513,0.137,100.0,0.0,18.15
148.165,0.11513,0.141,100.0,0.0,18.15
148.311,0.11513,0.141,100.0,0.0,18.09
148.458,0.11513,0.147,100.0,0.0,18.09
148.605,0.11513,0.15,100.0,0.0,18.12
148.753,0.1334,0.153,100.0,0.0,18.12
148.899,0.1334,0.153,100.0,0.0,18.1
149.047,0.1334,0.156,100.0,0.0,18.1
149.193,0.1334,0.162,100.0,0.0,18.16
149.341,0.1334,0.162,100.0,0.0,18.16
149.487,0.1334,0.166,100.0,0.0,18.13
149.633,0.1334,0.169,100.0,0.0,18.13
149.781,0.1334,0.175,100.0,0.0,18.15
149.928,0.1334,0.175,100.0,0.0,18.15
150.075,0.1334,0.178,100.0,0.0,18.13
150.221,0.1334,0.181,100.0,0.0,18.13
150.369,0.1334,0.181,100.0,0.0,18.07
150.515,0.1334,0.184,100.0,0.0,18.07
150.663,0.1334,0.191,100.0,0.0,18.07
150.809,0.1334,0.194,100.0,0.0,18.1
150.956,0.1334,0.194,100.0,0.0,18.1
151.103,0.1334,0.197,100.0,0.0,18.08
151.249,0.1334,0.203,100.0,0.0,18.08
151.397,0.30118,0.206,100.0,0.0,18.11
151.552,0.30118,0.206,100.0,0.0,18.11
151.699,0.30118,0.209,100.0,0.0,18.06
151.846,0.30253,0.213,100.0,0.0,18.06
151.994,0.30253,0.213,100.0,0.0,18.05
152.14,0.30253,0.219,100.0,0.0,18.05
152.287,0.30253,0.222,100.0,0.0,18.11
152.434,0.30253,0.225,100.0,0.0,18.11
152.58,0.30253,0.225,100.0,0.0,18.1
152.728,0.30945,0.231,100.0,0.0,18.1
152.875,0.30945,0.234,100.0,0.0,18.12
153.022,0.30945,0.234,100.0,0.0,18.12
153.168,0.30945,0.237,100.0,0.0,18.1
153.316,0.30945,0.241,100.0,0.0,18.1
153.462,0.30945,0.247,100.0,0.0,18.12
153.61,0.30945,0.247,100.0,0.0,18.12
153.756,0.30945,0.25,100.0,0.0,18.11
153.903,0.30945,0.253,100.0,0.0,18.11
154.05,0.30945,0.253,100.0,0.0,18.09
154.196,0.30945,0.259,100.0,0.0,18.09
