t,F,D,P1,P2,T
128.24,0.00241,-0.012,100.0,0.0,17.8
128.388,0.00241,-0.012,100.0,0.0,17.8
128.536,0.00241,-0.009,100.0,0.0,17.83
128.684,0.00135,-0.006,100.0,0.0,17.83
128.833,0.00135,-0.003,100.0,0.0,17.82
128.991,0.00135,-0.003,100.0,0.0,17.82
129.138,0.00135,0.0,100.0,0.0,17.81
129.285,0.00135,0.006,100.0,0.0,17.81
129.432,0.00135,0.006,100.0,0.0,17.76
129.578,0.00135,0.009,100.0,0.0,17.76
129.726,0.00135,0.012,100.0,0.0,17.76
129.872,-0.00464,0.019,100.0,0.0,17.76
130.021,-0.00464,0.019,100.0,0.0,17.83
130.169,-0.00464,0.022,100.0,0.0,17.83
130.317,-0.00464,0.025,100.0,0.0,17.9
130.465,-0.00464,0.025,100.0,0.0,17.9
130.613,-0.00464,0.028,100.0,0.0,17.8
130.76,-0.00464,0.034,100.0,0.0,17.8
130.909,-0.00464,0.038,100.0,0.0,17.75
131.057,-0.00464,0.038,100.0,0.0,17.75
131.204,-0.00464,0.041,100.0,0.0,17.79
131.352,-0.00464,0.047,100.0,0.0,17.79
131.5,-0.00464,0.05,100.0,0.0,17.78
131.653,-0.00331,0.05,100.0,0.0,17.78
131.8,-0.00331,0.053,100.0,0.0,17.82
131.949,-0.00331,0.056,100.0,0.0,17.82
132.096,-0.00125,0.056,100.0,0.0,17.84
132.245,-0.00125,0.063,100.0,0.0,17.84
132.392,0.00057,0.066,100.0,0.0,17.84
132.54,0.00057,0.069,100.0,0.0,17.83
132.687,0.00057,0.069,100.0,0.0,17.83
132.834,0.00057,0.075,100.0,0.0,17.78
132.981,0.00057,0.078,100.0,0.0,17.78
133.128,0.00057,0.078,100.0,0.0,17.81
133.274,0.00057,0.081,100.0,0.0,17.81
133.421,0.00057,0.084,100.0,0.0,17.84
133.568,0.00057,0.091,100.0,0.0,17.84
133.715,0.08581,0.091,100.0,0.0,17.87
133.862,0.08581,0.094,100.0,0.0,17.87
134.009,0.08581,0.097,100.0,0.0,17.85
134.157,0.08581,0.103,100.0,0.0,17.85
134.313,0.08581,0.103,100.0,0.0,17.83
134.46,0.08581,0.106,100.0,0.0,17.83
134.607,0.08581,0.109,100.0,0.0,17.82
134.755,0.08581,0.109,100.0,0.0,17.82
134.901,0.08581,0.112,100.0,0.0,17.81
135.048,0.08581,0.119,100.0,0.0,17.81
135.195,0.08581,0.122,100.0,0.0,17.84
135.341,0.08581,0.122,100.0,0.0,17.84
135.489,0.22844,0.125,100.0,0.0,17.83
135.635,0.22844,0.131,100.0,0.0,17.83
135.783,0.22844,0.131,100.0,0.0,17.89
135.929,0.18513,0.134,100.0,0.0,17.89
136.077,0.18513,0.137,100.0,0.0,17.83
136.224,0.16173,0.141,100.0,0.0,17.83
136.379,0.16173,0.141,100.0,0.0,17.82
136.525,0.16173,0.147,100.0,0.0,17.82
136.672,0.16173,0.15,100.0,0.0,17.81
136.819,0.16173,0.153,100.0,0.0,17.81
136.976,0.16173,0.153,100.0,0.0,17.8
137.123,0.16173,0.159,100.0,0.0,17.8
137.27,0.16173,0.162,100.0,0.0,17.75
137.417,0.16173,0.162,100.0,0.0,17.75
137.564,0.19341,0.166,100.0,0.0,17.75
137.711,0.19341,0.169,100.0,0.0,17.75
137.857,0.19341,0.175,100.0,0.0,17.75
138.005,0.19341,0.175,100.0,0.0,17.75
138.151,0.19341,0.178,100.0,0.0,17.72
138.299,0.19341,0.181,100.0,0.0,17.72
138.445,0.19341,0.181,100.0,0.0,17.72
138.592,0.19341,0.187,100.0,0.0,17.72
138.739,0.19341,0.191,100.0,0.0,17.76
138.887,0.19341,0.194,100.0,0.0,17.76
139.033,0.19341,0.194,100.0,0.0,17.84
139.179,0.19341,0.197,100.0,0.0,17.84
139.327,0.2731,0.203,100.0,0.0,17.84
139.474,0.2731,0.203,100.0,0.0,17.86
139.621,0.2731,0.206,100.0,0.0,17.86
139.767,0.30935,0.209,100.0,0.0,17.88
139.915,0.30935,0.216,100.0,0.0,17.88
140.062,0.30935,0.216,100.0,0.0,17.94
140.209,0.32051,0.219,100.0,0.0,17.94
140.356,0.32051,0.222,100.0,0.0,17.98
140.503,0.32051,0.222,100.0,0.0,17.98
140.65,0.32051,0.225,100.0,0.0,17.99
140.796,0.32051,0.231,100.0,0.0,17.99
140.944,0.32051,0.234,100.0,0.0,18.06
141.09,0.32051,0.234,100.0,0.0,18.06
141.238,0.32051,0.237,100.0,0.0,17.94
141.384,0.35278,0.244,100.0,0.0,17.94
141.532,0.35278,0.247,100.0,0.0,17.99
141.686,0.35278,0.247,100.0,0.0,17.99
141.833,0.35278,0.25,100.0,0.0,17.99
141.98,0.35278,0.253,100.0,0.0,17.99
142.127,0.35278,0.253,100.0,0.0,17.95
142.274,0.35278,0.259,100.0,0.0,17.95
142.42,0.35278,0.262,100.0,0.0,17.92
142.568,0.35278,0.266,100.0,0.0,17.92
142.714,0.35278,0.266,100.0,0.0,17.93
142.862,0.35278,0.272,100.0,0.0,17.93
143.008,0.35278,0.275,100.0,0.0,17.94
143.156,0.42585,0.275,100.0,0.0,17.94
143.302,0.42585,0.278,100.0,0.0,17.95
143.449,0.42585,0.281,100.0,0.0,17.95
143.596,0.43967,0.287,100.0,0.0,17.92
143.743,0.43967,0.287,100.0,0.0,17.92
