t,F,D,P1,P2,T
142.877,-0.00338,-0.009,100.0,0.0,18.21
143.029,-0.00338,-0.009,100.0,0.0,18.22
143.177,-0.00338,-0.003,100.0,0.0,18.22
143.326,-0.00338,0.0,100.0,0.0,18.22
143.474,0.00277,0.0,100.0,0.0,18.22
143.62,0.00277,0.003,100.0,0.0,18.26
143.768,0.00277,0.009,100.0,0.0,18.26
143.915,0.00277,0.012,100.0,0.0,18.3
144.062,0.00277,0.012,100.0,0.0,18.3
144.208,0.00277,0.016,100.0,0.0,18.3
144.356,0.00277,0.019,100.0,0.0,18.33
144.502,0.00277,0.019,100.0,0.0,18.33
144.65,0.00277,0.025,100.0,0.0,18.35
144.796,0.00277,0.028,100.0,0.0,18.35
144.943,0.00277,0.031,100.0,0.0,18.38
145.09,0.00277,0.031,100.0,0.0,18.38
145.236,0.00277,0.038,100.0,0.0,18.4
145.384,0.00277,0.041,100.0,0.0,18.4
145.531,0.00277,0.041,100.0,0.0,18.41
145.678,0.00277,0.044,100.0,0.0,18.41
145.824,0.00277,0.047,100.0,0.0,18.42
145.972,0.00277,0.053,100.0,0.0,18.42
146.119,0.00277,0.053,100.0,0.0,18.44
146.265,0.00277,0.056,100.0,0.0,18.44
146.412,0.00277,0.059,100.0,0.0,18.37
146.559,0.00277,0.066,100.0,0.0,18.37
146.715,0.00277,0.066,100.0,0.0,18.31
146.861,0.00277,0.069,100.0,0.0,18.31
147.009,0.00277,0.072,100.0,0.0,18.34
147.155,0.00277,0.072,100.0,0.0,18.34
147.303,0.0005,0.075,100.0,0.0,18.37
147.449,0.0005,0.081,100.0,0.0,18.37
147.597,0.0005,0.084,100.0,0.0,18.2
147.744,0.0005,0.084,100.0,0.0,18.2
147.891,0.0005,0.088,100.0,0.0,18.24
148.037,0.0005,0.094,100.0,0.0,18.24
148.184,0.0005,0.094,100.0,0.0,18.24
148.331,0.0005,0.097,100.0,0.0,18.24
148.478,0.0005,0.1,100.0,0.0,18.21
148.625,0.0005,0.103,100.0,0.0,18.21
148.772,0.0005,0.103,100.0,0.0,18.25
148.919,0.0005,0.109,100.0,0.0,18.25
149.066,0.0005,0.112,100.0,0.0,18.29
149.213,0.0005,0.112,100.0,0.0,18.29
149.359,0.0005,0.116,100.0,0.0,18.32
149.506,0.0005,0.122,100.0,0.0,18.32
149.653,0.0005,0.125,100.0,0.0,18.35
149.8,0.0005,0.125,100.0,0.0,18.35
149.947,0.0005,0.128,100.0,0.0,18.33
150.094,0.0005,0.131,100.0,0.0,18.33
150.241,0.0005,0.131,100.0,0.0,18.36
150.387,0.0005,0.137,100.0,0.0,18.36
150.535,0.0005,0.141,100.0,0.0,18.36
150.682,0.0005,0.144,100.0,0.0,18.34
150.828,0.21717,0.144,100.0,0.0,18.34
150.976,0.21717,0.15,100.0,0.0,18.33
151.122,0.21717,0.153,100.0,0.0,18.33
151.27,0.21717,0.156,100.0,0.0,18.24
151.426,0.21717,0.156,100.0,0.0,18.24
151.573,0.21717,0.159,100.0,0.0,18.24
151.719,0.21717,0.166,100.0,0.0,18.24
151.867,0.21717,0.166,100.0,0.0,18.17
152.013,0.21717,0.169,100.0,0.0,18.17
152.161,0.21717,0.172,100.0,0.0,18.14
152.307,0.21717,0.178,100.0,0.0,18.14
152.455,0.21717,0.178,100.0,0.0,18.08
152.601,0.21717,0.181,100.0,0.0,18.08
152.747,0.21717,0.184,100.0,0.0,18.11
152.895,0.21717,0.184,100.0,0.0,18.11
153.041,0.21717,0.187,100.0,0.0,18.17
153.189,0.21717,0.194,100.0,0.0,18.17
153.335,0.21717,0.197,100.0,0.0,18.18
153.483,0.21717,0.197,100.0,0.0,18.18
153.629,0.21717,0.2,100.0,0.0,18.23
153.777,0.28517,0.206,100.0,0.0,18.23
153.924,0.28517,0.206,100.0,0.0,18.27
154.07,0.28517,0.209,100.0,0.0,18.27
154.217,0.28517,0.213,100.0,0.0,18.27
154.364,0.28517,0.216,100.0,0.0,18.27
154.511,0.28517,0.216,100.0,0.0,18.3
154.658,0.28517,0.222,100.0,0.0,18.3
154.805,0.28517,0.225,100.0,0.0,18.26
154.952,0.28517,0.225,100.0,0.0,18.26
155.098,0.28517,0.228,100.0,0.0,18.22
155.245,0.28517,0.234,100.0,0.0,18.22
155.392,0.28517,0.237,100.0,0.0,18.26
155.54,0.28517,0.237,100.0,0.0,18.26
155.686,0.28517,0.241,100.0,0.0,18.3
155.833,0.28517,0.244,100.0,0.0,18.3
155.98,0.28517,0.25,100.0,0.0,18.29
156.137,0.28517,0.25,100.0,0.0,18.29
156.283,0.28517,0.253,100.0,0.0,18.25
156.43,0.28517,0.256,100.0,0.0,18.25
156.577,0.28517,0.256,100.0,0.0,18.28
156.724,0.28517,0.262,100.0,0.0,18.28
156.871,0.28517,0.266,100.0,0.0,18.24
157.017,0.28517,0.269,100.0,0.0,18.24
157.165,0.36581,0.269,100.0,0.0,18.24
157.311,0.36581,0.272,100.0,0.0,18.24
157.459,0.36581,0.278,100.0,0.0,18.24
157.605,0.36581,0.278,100.0,0.0,18.24
157.753,0.36581,0.281,100.0,0.0,18.24
157.899,0.36581,0.284,100.0,0.0,18.24
158.047,0.36581,0.291,100.0,0.0,18.24
158.193,0.36581,0.291,100.0,0.0,18.28
158.339,0.36581,0.294,100.0,0.0,18.28
158.487,0.36581,0.297,100.0,0.0,18.24
158.634,0.36581,0.297,100.0,0.0,18.24
158.781,0.36581,0.3,100.0,0.0,18.2
158.927,0.36581,0.306,100.0,0.0,18.2
159.075,0.36581,0.309,100.0,0.0,18.17
159.222,0.36581,0.309,100.0,0.0,18.17
159.369,0.36581,0.312,100.0,0.0,18.15
159.515,0.36581,0.319,100.0,0.0,18.15
159.662,0.36581,0.319,100.0,0.0,18.13
159.809,0.36581,0.322,100.0,0.0,18.13
159.956,0.36581,0.325,100.0,0.0,18.14
160.103,0.36581,0.328,100.0,0.0,18.14
160.25,0.36581,0.328,100.0,0.0,18.16
160.397,0.36581,0.334,100.0,0.0,18.16
160.543,0.34633,0.338,100.0,0.0,18.02
160.691,0.34633,0.341,100.0,0.0,18.02
160.847,0.34633,0.341,100.0,0.0,18.1
160.994,0.34633,0.347,100.0,0.0,18.1
161.14,0.34633,0.35,100.0,0.0,18.16
161.288,0.34633,0.35,100.0,0.0,18.16
161.434,0.34633,0.353,100.0,0.0,18.17
161.581,0.34633,0.356,100.0,0.0,18.17
161.728,0.34633,0.363,100.0,0.0,18.11
161.875,0.34633,0.363,100.0,0.0,18.11
162.022,0.34633,0.366,100.0,0.0,18.13
162.169,0.34633,0.369,100.0,0.0,18.13
162.316,0.34633,0.369,100.0,0.0,18.07
162.462,0.34633,0.375,100.0,0.0,18.07
162.61,0.34633,0.378,100.0,0.0,18.1
162.757,0.34633,0.381,100.0,0.0,18.1
162.903,0.34633,0.381,100.0,0.0,18.16
163.05,0.34633,0.384,100.0,0.0,18.16
163.197,0.34633,0.391,100.0,0.0,18.17
163.344,0.34633,0.391,100.0,0.0,18.17
163.491,0.34633,0.394,100.0,0.0,18.17
163.638,0.34633,0.397,100.0,0.0,18.11
163.785,0.34633,0.403,100.0,0.0,18.11
163.932,0.34633,0.403,100.0,0.0,18.13
164.078,0.2921,0.406,100.0,0.0,18.13
164.225,0.2921,0.409,100.0,0.0,18.15
