t,F,D,P1,P2,T
127.901,-0.00201,-0.006,100.0,0.0,0.0
128.049,-0.00201,-0.006,100.0,0.0,0.0
128.197,-0.00201,-0.003,100.0,0.0,0.0
128.345,-0.00201,-0.003,100.0,0.0,0.0
128.493,-0.00201,0.003,100.0,0.0,0.0
128.639,-0.00201,0.006,100.0,0.0,0.0
128.787,-0.00201,0.006,100.0,0.0,0.0
128.933,-0.00201,0.009,100.0,0.0,0.0
129.08,0.0013,0.012,100.0,0.0,0.0
129.226,0.0013,0.019,100.0,0.0,0.0
129.373,0.0013,0.019,100.0,0.0,0.0
129.518,5e-05,0.022,100.0,0.0,0.0
129.664,5e-05,0.025,100.0,0.0,0.0
129.81,5e-05,0.025,100.0,0.0,0.0
129.955,5e-05,0.031,100.0,0.0,0.0
130.102,5e-05,0.034,100.0,0.0,0.0
130.247,5e-05,0.038,100.0,0.0,0.0
130.393,5e-05,0.038,100.0,0.0,0.0
130.539,5e-05,0.041,100.0,0.0,0.0
130.684,5e-05,0.047,100.0,0.0,0.0
130.831,5e-05,0.047,100.0,0.0,0.0
130.976,5e-05,0.05,100.0,0.0,0.0
131.123,5e-05,0.053,100.0,0.0,0.0
131.268,5e-05,0.059,100.0,0.0,0.0
131.414,5e-05,0.059,100.0,0.0,0.0
131.56,5e-05,0.063,100.0,0.0,0.0
131.705,5e-05,0.066,100.0,0.0,0.0
131.852,5e-05,0.066,100.0,0.0,0.0
131.997,5e-05,0.069,100.0,0.0,0.0
132.142,5e-05,0.075,100.0,0.0,0.0
132.289,5e-05,0.078,100.0,0.0,0.0
132.434,5e-05,0.078,100.0,0.0,0.0
132.58,0.0017,0.081,100.0,0.0,0.0
132.726,0.0017,0.088,100.0,0.0,0.0
132.873,0.0052,0.088,100.0,0.0,0.0
133.02,0.0052,0.091,100.0,0.0,0.0
133.165,0.0052,0.094,100.0,0.0,0.0
133.312,0.0052,0.097,100.0,0.0,0.0
133.457,0.0052,0.097,100.0,0.0,0.0
133.603,0.0052,0.103,100.0,0.0,0.0
133.749,0.0052,0.106,100.0,0.0,0.0
133.895,0.0052,0.106,100.0,0.0,0.0
134.041,0.0052,0.109,100.0,0.0,0.0
134.186,0.0052,0.116,100.0,0.0,0.0
134.333,0.0052,0.119,100.0,0.0,0.0
134.479,0.0052,0.119,100.0,0.0,0.0
134.625,0.0052,0.122,100.0,0.0,0.0
134.771,0.0052,0.125,100.0,0.0,0.0
134.916,0.0052,0.125,100.0,0.0,0.0
135.063,0.0052,0.131,100.0,0.0,0.0
135.208,0.0052,0.134,100.0,0.0,0.0
135.355,0.0052,0.137,100.0,0.0,0.0
135.503,0.0052,0.137,100.0,0.0,0.0
135.649,0.0052,0.144,100.0,0.0,0.0
135.794,0.0052,0.147,100.0,0.0,0.0
135.94,0.00205,0.147,100.0,0.0,0.0
136.086,0.00205,0.15,100.0,0.0,0.0
136.232,0.00205,0.153,100.0,0.0,0.0
136.378,0.00181,0.159,100.0,0.0,0.0
136.527,0.00181,0.159,100.0,0.0,0.0
136.673,0.00181,0.162,100.0,0.0,0.0
136.818,0.00181,0.166,100.0,0.0,0.0
136.964,0.00181,0.166,100.0,0.0,0.0
137.11,0.00181,0.172,100.0,0.0,0.0
137.255,0.00181,0.175,100.0,0.0,0.0
137.402,0.00181,0.178,100.0,0.0,0.0
137.551,0.00181,0.178,100.0,0.0,0.0
137.697,0.00181,0.181,100.0,0.0,0.0
137.842,0.00181,0.187,100.0,0.0,0.0
137.988,0.00181,0.187,100.0,0.0,0.0
138.134,0.00181,0.191,100.0,0.0,0.0
138.279,0.00181,0.194,100.0,0.0,0.0
138.426,0.00181,0.2,100.0,0.0,0.0
