t,F,D,P1,P2,T
180.182,0.00017,-0.009,100.0,0.0,18.47
180.331,0.00017,-0.009,100.0,0.0,18.47
180.478,0.00215,-0.003,100.0,0.0,18.43
180.627,0.00215,0.0,100.0,0.0,18.43
180.773,0.00215,0.003,100.0,0.0,18.41
180.928,0.00434,0.003,100.0,0.0,18.41
181.074,0.00434,0.006,100.0,0.0,18.42
181.222,0.00434,0.012,100.0,0.0,18.42
181.368,0.00104,0.012,100.0,0.0,18.4
181.516,0.00104,0.016,100.0,0.0,18.4
181.662,0.00104,0.019,100.0,0.0,18.37
181.81,-0.00611,0.025,100.0,0.0,18.37
181.958,-0.00611,0.025,100.0,0.0,18.39
182.105,-0.00611,0.028,100.0,0.0,18.39
182.254,-0.00075,0.031,100.0,0.0,18.37
182.402,-0.00075,0.031,100.0,0.0,18.37
182.55,-0.00075,0.034,100.0,0.0,18.43
182.697,0.00182,0.041,100.0,0.0,18.43
182.845,0.00182,0.044,100.0,0.0,18.4
182.992,0.00182,0.044,100.0,0.0,18.4
183.139,0.00182,0.047,100.0,0.0,18.38
183.286,0.00182,0.053,100.0,0.0,18.38
183.433,0.00182,0.053,100.0,0.0,18.32
183.579,0.00182,0.056,100.0,0.0,18.32
183.726,0.00182,0.059,100.0,0.0,18.39
183.873,0.00182,0.063,100.0,0.0,18.39
184.02,0.00182,0.063,100.0,0.0,18.4
184.167,0.00182,0.069,100.0,0.0,18.4
184.314,0.00182,0.072,100.0,0.0,18.34
184.461,0.00182,0.075,100.0,0.0,18.34
184.614,0.00182,0.075,100.0,0.0,18.33
184.761,-0.00602,0.081,100.0,0.0,18.33
184.909,-0.00602,0.084,100.0,0.0,18.39
185.058,-0.00602,0.084,100.0,0.0,18.39
185.205,0.00079,0.088,100.0,0.0,18.37
185.353,0.00079,0.091,100.0,0.0,18.37
185.499,0.00079,0.097,100.0,0.0,18.32
185.646,-0.00028,0.097,100.0,0.0,18.32
185.795,-0.00028,0.1,100.0,0.0,18.27
185.942,-0.00028,0.103,100.0,0.0,18.27
186.091,0.01977,0.103,100.0,0.0,18.34
186.237,0.01977,0.109,100.0,0.0,18.34
186.385,0.01977,0.112,100.0,0.0,18.29
186.531,0.05778,0.116,100.0,0.0,18.29
186.679,0.05778,0.116,100.0,0.0,18.4
186.825,0.05778,0.119,100.0,0.0,18.4
186.973,0.09413,0.125,100.0,0.0,18.4
187.12,0.09413,0.128,100.0,0.0,18.45
187.277,0.09413,0.128,100.0,0.0,18.45
187.423,0.09413,0.131,100.0,0.0,18.49
187.571,0.09413,0.137,100.0,0.0,18.49
187.717,0.09413,0.137,100.0,0.0,18.42
187.863,0.09413,0.141,100.0,0.0,18.42
188.011,0.09413,0.144,100.0,0.0,18.36
188.158,0.09413,0.147,100.0,0.0,18.36
188.305,0.09413,0.147,100.0,0.0,18.38
188.451,0.09413,0.153,100.0,0.0,18.38
188.599,0.09413,0.156,100.0,0.0,18.4
188.745,0.09413,0.156,100.0,0.0,18.4
188.893,0.09413,0.159,100.0,0.0,18.37
189.039,0.09413,0.166,100.0,0.0,18.37
189.186,0.09413,0.169,100.0,0.0,18.36
189.333,0.09413,0.169,100.0,0.0,18.36
189.48,0.19337,0.172,100.0,0.0,18.27
189.627,0.19337,0.175,100.0,0.0,18.27
189.774,0.19337,0.175,100.0,0.0,18.3
189.921,0.19092,0.181,100.0,0.0,18.3
190.068,0.19092,0.184,100.0,0.0,18.33
190.216,0.19092,0.187,100.0,0.0,18.33
190.362,0.27346,0.187,100.0,0.0,18.36
190.509,0.27346,0.194,100.0,0.0,18.36
190.656,0.27346,0.197,100.0,0.0,18.41
190.803,0.31741,0.197,100.0,0.0,18.41
190.95,0.31741,0.2,100.0,0.0,18.47
191.097,0.31741,0.203,100.0,0.0,18.47
191.244,0.35305,0.209,100.0,0.0,18.58
191.391,0.35305,0.209,100.0,0.0,18.58
191.538,0.35305,0.213,100.0,0.0,18.53
191.685,0.35305,0.216,100.0,0.0,18.53
191.832,0.35305,0.222,100.0,0.0,18.57
191.987,0.35305,0.222,100.0,0.0,18.57
192.135,0.35305,0.225,100.0,0.0,18.63
192.281,0.35305,0.228,100.0,0.0,18.63
192.428,0.35305,0.228,100.0,0.0,18.65
192.575,0.35305,0.231,100.0,0.0,18.65
192.721,0.35305,0.237,100.0,0.0,18.66
192.869,0.35305,0.241,100.0,0.0,18.66
193.016,0.35305,0.241,100.0,0.0,18.64
193.163,0.35305,0.244,100.0,0.0,18.64
193.309,0.35305,0.25,100.0,0.0,18.66
193.457,0.35305,0.25,100.0,0.0,18.66
193.603,0.35305,0.253,100.0,0.0,18.66
193.75,0.30928,0.256,100.0,0.0,18.63
193.898,0.30928,0.259,100.0,0.0,18.63
194.044,0.30928,0.259,100.0,0.0,18.69
194.191,0.29678,0.266,100.0,0.0,18.69
194.338,0.29678,0.269,100.0,0.0,18.62
194.486,0.29678,0.269,100.0,0.0,18.62
194.632,0.27476,0.272,100.0,0.0,18.53
194.78,0.27476,0.278,100.0,0.0,18.53
194.926,0.27476,0.281,100.0,0.0,18.56
195.073,0.24846,0.281,100.0,0.0,18.56
195.22,0.24846,0.284,100.0,0.0,18.59
195.367,0.24846,0.287,100.0,0.0,18.59
195.515,0.22083,0.287,100.0,0.0,18.58
195.661,0.22083,0.294,100.0,0.0,18.58
195.809,0.22083,0.297,100.0,0.0,18.6
195.955,0.22083,0.3,100.0,0.0,18.6
196.103,0.22083,0.3,100.0,0.0,18.59
196.249,0.22083,0.306,100.0,0.0,18.59
196.396,0.22083,0.309,100.0,0.0,18.5
196.543,0.22083,0.312,100.0,0.0,18.5
196.697,0.22541,0.312,100.0,0.0,18.46
196.845,0.22541,0.316,100.0,0.0,18.46
196.991,0.22541,0.322,100.0,0.0,18.43
197.139,0.22541,0.322,100.0,0.0,18.43
197.285,0.22541,0.325,100.0,0.0,18.44
197.433,0.22541,0.328,100.0,0.0,18.44
197.579,0.22541,0.334,100.0,0.0,18.45
197.727,0.22541,0.334,100.0,0.0,18.45
197.873,0.22541,0.338,100.0,0.0,18.46
198.02,0.20032,0.341,100.0,0.0,18.46
