t,F,D,P1,P2,T
158.052,0.00025,-0.012,100.0,0.0,17.98
158.199,0.00025,-0.012,100.0,0.0,17.98
158.348,-0.00508,-0.009,100.0,0.0,18.02
158.497,-0.00508,-0.009,100.0,0.0,18.02
158.647,-0.00508,-0.006,100.0,0.0,18.05
158.795,-0.00031,0.0,100.0,0.0,18.05
158.944,-0.00031,0.003,100.0,0.0,18.08
159.092,-0.00031,0.003,100.0,0.0,18.08
159.24,-0.00031,0.006,100.0,0.0,18.03
159.387,-0.00031,0.009,100.0,0.0,18.03
159.535,-0.00031,0.016,100.0,0.0,18.03
159.686,-0.00031,0.016,100.0,0.0,18.03
159.833,-0.00031,0.019,100.0,0.0,18.06
159.981,-0.00031,0.022,100.0,0.0,18.06
160.129,-0.00031,0.022,100.0,0.0,18.09
160.277,-0.00031,0.028,100.0,0.0,18.09
160.425,-0.00031,0.031,100.0,0.0,18.04
160.573,-0.00031,0.034,100.0,0.0,18.04
160.721,-0.00031,0.034,100.0,0.0,18.03
160.869,-0.00031,0.038,100.0,0.0,18.03
161.017,-0.00372,0.044,100.0,0.0,18.07
161.166,-0.00372,0.047,100.0,0.0,18.07
161.323,-0.00372,0.047,100.0,0.0,18.09
161.471,-0.00372,0.05,100.0,0.0,18.09
161.619,-0.00372,0.056,100.0,0.0,18.12
161.768,-0.00372,0.056,100.0,0.0,18.12
161.915,-0.00372,0.059,100.0,0.0,18.14
162.063,-0.00372,0.063,100.0,0.0,18.14
162.211,-0.00037,0.066,100.0,0.0,18.08
162.36,-0.00037,0.066,100.0,0.0,18.08
162.507,-0.00037,0.072,100.0,0.0,17.99
162.656,0.00155,0.075,100.0,0.0,17.99
162.803,0.00155,0.075,100.0,0.0,18.03
162.949,0.00155,0.078,100.0,0.0,18.03
163.096,0.00155,0.084,100.0,0.0,18.03
163.243,0.00155,0.088,100.0,0.0,18.03
163.39,0.00155,0.088,100.0,0.0,17.98
163.537,0.00155,0.091,100.0,0.0,17.98
163.684,0.00155,0.094,100.0,0.0,18.1
163.831,0.00155,0.1,100.0,0.0,18.1
163.985,0.00155,0.1,100.0,0.0,18.12
164.132,0.00155,0.103,100.0,0.0,18.12
164.279,0.00155,0.106,100.0,0.0,18.14
164.426,0.00155,0.106,100.0,0.0,18.14
164.573,0.00155,0.112,100.0,0.0,18.12
164.719,0.09941,0.116,100.0,0.0,18.12
164.874,0.09941,0.119,100.0,0.0,18.14
165.021,0.09941,0.119,100.0,0.0,18.14
165.167,0.09941,0.122,100.0,0.0,18.14
165.315,0.09941,0.128,100.0,0.0,18.19
165.461,0.09941,0.128,100.0,0.0,18.19
165.608,0.09941,0.131,100.0,0.0,18.13
165.755,0.09941,0.134,100.0,0.0,18.13
165.903,0.09941,0.141,100.0,0.0,18.15
166.049,0.16034,0.141,100.0,0.0,18.15
166.197,0.16034,0.144,100.0,0.0,18.16
166.343,0.16034,0.147,100.0,0.0,18.16
166.49,0.17524,0.15,100.0,0.0,18.1
166.647,0.17524,0.15,100.0,0.0,18.1
166.794,0.17524,0.156,100.0,0.0,18.12
166.941,0.17524,0.159,100.0,0.0,18.12
167.087,0.17524,0.159,100.0,0.0,18.03
167.234,0.17524,0.162,100.0,0.0,18.03
167.381,0.17524,0.169,100.0,0.0,18.02
167.529,0.17524,0.172,100.0,0.0,18.02
167.675,0.17524,0.172,100.0,0.0,18.02
167.822,0.17524,0.175,100.0,0.0,18.02
167.969,0.17524,0.178,100.0,0.0,18.02
168.117,0.17524,0.178,100.0,0.0,18.02
168.263,0.17524,0.184,100.0,0.0,17.98
168.409,0.17524,0.187,100.0,0.0,17.98
168.557,0.17524,0.191,100.0,0.0,17.94
168.703,0.19533,0.191,100.0,0.0,17.94
168.851,0.19533,0.197,100.0,0.0,17.95
168.997,0.21467,0.2,100.0,0.0,17.95
169.145,0.21467,0.2,100.0,0.0,18.03
169.291,0.21467,0.203,100.0,0.0,18.03
169.439,0.21467,0.206,100.0,0.0,17.95
169.586,0.21467,0.213,100.0,0.0,17.95
169.732,0.21467,0.213,100.0,0.0,17.85
169.879,0.22062,0.216,100.0,0.0,17.85
170.026,0.22062,0.219,100.0,0.0,17.95
170.174,0.22062,0.219,100.0,0.0,17.95
170.32,0.23395,0.225,100.0,0.0,17.95
170.468,0.23395,0.228,100.0,0.0,17.95
170.614,0.23395,0.231,100.0,0.0,18.04
170.762,0.23395,0.231,100.0,0.0,18.04
170.908,0.23395,0.234,100.0,0.0,18.07
171.055,0.23395,0.241,100.0,0.0,18.07
171.202,0.23395,0.244,100.0,0.0,18.02
171.358,0.23395,0.244,100.0,0.0,18.02
171.504,0.23395,0.247,100.0,0.0,18.05
171.651,0.23395,0.253,100.0,0.0,18.05
171.799,0.23395,0.253,100.0,0.0,18.05
171.945,0.23395,0.256,100.0,0.0,18.01
172.092,0.23395,0.259,100.0,0.0,18.01
172.239,0.23395,0.262,100.0,0.0,18.05
172.386,0.23395,0.262,100.0,0.0,18.05
172.533,0.23395,0.269,100.0,0.0,18.04
172.68,0.23395,0.272,100.0,0.0,18.04
172.827,0.23395,0.272,100.0,0.0,17.92
172.973,0.29563,0.275,100.0,0.0,17.92
173.121,0.29563,0.281,100.0,0.0,17.93
173.267,0.30594,0.284,100.0,0.0,17.93
173.415,0.30594,0.284,100.0,0.0,17.94
173.561,0.30594,0.287,100.0,0.0,17.94
173.709,0.30594,0.291,100.0,0.0,17.99
173.856,0.30594,0.291,100.0,0.0,17.99
174.003,0.30594,0.297,100.0,0.0,17.95
174.149,0.30295,0.3,100.0,0.0,17.95
174.296,0.30295,0.303,100.0,0.0,17.92
174.444,0.30295,0.303,100.0,0.0,17.92
174.59,0.30295,0.309,100.0,0.0,17.93
174.737,0.30295,0.312,100.0,0.0,17.93
174.884,0.30295,0.312,100.0,0.0,18.02
175.031,0.30295,0.316,100.0,0.0,18.02
175.178,0.30295,0.319,100.0,0.0,17.98
175.325,0.30295,0.325,100.0,0.0,17.98
175.472,0.30295,0.325,100.0,0.0,17.91
175.618,0.30295,0.328,100.0,0.0,17.91
175.766,0.30295,0.331,100.0,0.0,17.92
175.912,0.30295,0.338,100.0,0.0,17.92
176.068,0.30295,0.338,100.0,0.0,17.9
176.214,0.30295,0.341,100.0,0.0,17.9
176.362,0.30295,0.344,100.0,0.0,17.84
176.508,0.30295,0.344,100.0,0.0,17.84
176.655,0.30295,0.347,100.0,0.0,17.9
176.802,0.32959,0.353,100.0,0.0,17.9
176.95,0.32959,0.356,100.0,0.0,17.95
177.096,0.32959,0.356,100.0,0.0,17.95
177.244,0.3251,0.359,100.0,0.0,18.0
177.39,0.3251,0.366,100.0,0.0,18.0
177.537,0.31982,0.366,100.0,0.0,17.96
177.685,0.31982,0.369,100.0,0.0,17.96
177.831,0.31982,0.372,100.0,0.0,18.0
177.979,0.31982,0.375,100.0,0.0,18.0
178.125,0.31982,0.375,100.0,0.0,18.0
178.272,0.31982,0.381,100.0,0.0,17.96
178.419,0.31982,0.384,100.0,0.0,17.96
178.567,0.31982,0.384,100.0,0.0,17.97
178.713,0.31982,0.387,100.0,0.0,17.97
178.859,0.31982,0.394,100.0,0.0,17.94
179.007,0.31982,0.397,100.0,0.0,17.94
179.153,0.31982,0.397,100.0,0.0,17.95
179.301,0.31982,0.4,100.0,0.0,17.95
179.447,0.31982,0.403,100.0,0.0,17.99
179.595,0.31982,0.403,100.0,0.0,17.99
179.741,0.31982,0.409,100.0,0.0,18.03
179.887,0.31982,0.413,100.0,0.0,18.03
180.035,0.31982,0.416,100.0,0.0,18.06
180.182,0.31982,0.416,100.0,0.0,18.06
