t,F,D,P1,P2,T
980.147,-0.30942,4.594,100.0,0.0,19.23
980.297,-0.30942,4.594,100.0,0.0,19.2
980.445,-0.30942,4.634,100.0,0.0,19.2
980.593,-0.30942,4.828,100.0,0.0,19.24
980.74,-0.30942,4.828,100.0,0.0,19.24
980.889,-0.30942,5.022,100.0,0.0,19.21
981.036,-0.30942,5.216,100.0,0.0,19.21
981.185,-0.30942,5.409,100.0,0.0,19.25
981.332,-0.30942,5.409,100.0,0.0,19.25
981.481,-0.30942,5.603,100.0,0.0,19.32
981.628,-0.30942,5.797,100.0,0.0,19.32
981.777,-0.30942,5.797,100.0,0.0,19.35
981.924,-0.30942,5.991,100.0,0.0,19.35
982.072,-0.32398,6.184,100.0,0.0,19.37
982.22,-0.32398,6.378,100.0,0.0,19.37
982.369,-0.32398,6.378,100.0,0.0,19.43
982.516,-0.32365,6.572,100.0,0.0,19.43
982.665,-0.32365,6.766,100.0,0.0,19.44
982.813,-0.32365,6.959,100.0,0.0,19.44
982.964,-0.32365,6.959,100.0,0.0,19.45
983.111,-0.32365,7.153,100.0,0.0,19.45
983.26,-0.32365,7.347,101.0,0.0,19.46
983.407,-0.32497,7.347,100.0,0.0,19.46
983.555,-0.32497,7.541,100.0,0.0,19.5
983.703,-0.32497,7.734,100.0,0.0,19.5
983.851,-0.32497,7.928,100.0,0.0,19.54
984.0,-0.32497,7.928,100.0,0.0,19.54
984.147,-0.32497,8.122,100.0,0.0,19.57
984.295,-0.32497,8.316,100.0,0.0,19.57
984.443,-0.32497,8.316,100.0,0.0,19.57
984.591,-0.32497,8.509,100.0,0.0,19.6
984.739,-0.32497,8.703,100.0,0.0,19.6
984.887,-0.32497,8.897,100.0,0.0,19.62
985.035,-0.32497,8.897,100.0,0.0,19.62
985.183,-0.32497,9.091,100.0,0.0,19.68
985.331,-0.32497,9.284,100.0,0.0,19.68
985.479,-0.32497,9.478,100.0,0.0,19.69
985.627,-0.32497,9.478,100.0,0.0,19.69
985.774,-0.32497,9.672,100.0,0.0,19.62
985.923,-0.32431,9.866,100.0,0.0,19.62
986.071,-0.32431,9.866,100.0,0.0,19.6
986.219,-0.32431,10.059,100.0,0.0,19.6
986.367,-0.32426,10.253,100.0,0.0,19.59
986.517,-0.32426,10.447,100.0,0.0,19.59
986.666,-0.32426,10.447,100.0,0.0,19.54
