t,F,D,P1,P2,T
1022.423,-0.30855,11.131,100.0,0.0,19.87
1022.573,-0.30855,11.131,100.0,0.0,19.87
1022.723,-0.30855,11.134,100.0,0.0,19.86
1022.874,-0.30855,11.137,100.0,0.0,19.86
1023.023,-0.30855,11.137,100.0,0.0,19.88
1023.174,-0.30971,11.144,100.0,0.0,19.88
1023.325,-0.30971,11.147,100.0,0.0,19.86
1023.474,-0.30971,11.147,100.0,0.0,19.86
1023.625,-0.30971,11.15,100.0,0.0,19.77
1023.774,-0.30971,11.153,100.0,0.0,19.77
1023.925,-0.30971,11.159,100.0,0.0,19.76
1024.075,-0.30971,11.159,100.0,0.0,19.76
1024.225,-0.30971,11.163,100.0,0.0,19.69
1024.374,-0.30971,11.166,100.0,0.0,19.69
1024.525,-0.30971,11.172,100.0,0.0,19.7
1024.675,-0.30971,11.172,100.0,0.0,19.7
1024.825,-0.30971,11.175,100.0,0.0,19.63
1024.974,-0.30971,11.178,100.0,0.0,19.63
