t,F,D,P1,P2,T
996.236,-0.31734,10.759,100.0,0.0,19.25
996.385,-0.31734,10.762,100.0,0.0,19.25
996.535,-0.31734,10.762,100.0,0.0,19.32
996.683,-0.31734,10.769,100.0,0.0,19.32
996.833,-0.31734,10.772,100.0,0.0,19.27
996.981,-0.31734,10.775,100.0,0.0,19.27
997.139,-0.31734,10.775,100.0,0.0,19.34
997.287,-0.31734,10.778,100.0,0.0,19.34
997.437,-0.31734,10.784,100.0,0.0,19.37
997.585,-0.31734,10.784,100.0,0.0,19.37
997.734,-0.31734,10.788,100.0,0.0,19.43
997.883,-0.30909,10.791,100.0,0.0,19.43
998.033,-0.30909,10.797,100.0,0.0,19.47
998.182,-0.30909,10.797,100.0,0.0,19.47
998.331,-0.30909,10.8,100.0,0.0,19.55
998.479,-0.30909,10.803,100.0,0.0,19.55
998.629,-0.30909,10.806,100.0,0.0,19.54
998.781,-0.30994,10.806,100.0,0.0,19.54
998.931,-0.30994,10.812,100.0,0.0,19.54
999.079,-0.30994,10.816,100.0,0.0,19.54
999.229,-0.30832,10.816,100.0,0.0,19.61
999.377,-0.30832,10.819,100.0,0.0,19.61
999.527,-0.30832,10.825,100.0,0.0,19.67
999.676,-0.30832,10.828,100.0,0.0,19.67
999.825,-0.30832,10.828,100.0,0.0,19.72
999.973,-0.30832,10.831,100.0,0.0,19.72
1000.123,-0.30832,10.834,100.0,0.0,19.72
1000.273,-0.30832,10.841,100.0,0.0,19.72
1000.425,-0.30832,10.841,100.0,0.0,19.76
1000.575,-0.30832,10.844,100.0,0.0,19.76
1000.725,-0.30832,10.847,100.0,0.0,19.76
1000.875,-0.30832,10.847,100.0,0.0,19.76
1001.025,-0.30832,10.853,100.0,0.0,19.8
1001.175,-0.30832,10.856,100.0,0.0,19.8
1001.325,-0.30832,10.859,100.0,0.0,19.83
1001.475,-0.30832,10.859,100.0,0.0,19.83
1001.625,-0.30832,10.862,100.0,0.0,19.78
1001.775,-0.30832,10.869,100.0,0.0,19.78
1001.925,-0.30832,10.872,100.0,0.0,19.74
1002.076,-0.30832,10.872,100.0,0.0,19.74
1002.225,-0.3092,10.875,100.0,0.0,19.85
1002.376,-0.3092,10.881,100.0,0.0,19.85
1002.526,-0.3092,10.884,100.0,0.0,19.8
1002.684,-0.3122,10.884,100.0,0.0,19.8
1002.833,-0.3122,10.887,100.0,0.0,19.75
1002.984,-0.3122,10.891,100.0,0.0,19.75
