t,F,D,P1,P2,T
1077.524,-0.30605,14.197,100.0,0.0,19.8
1077.681,-0.30605,14.197,100.0,0.0,19.8
1077.831,-0.30605,14.203,100.0,0.0,19.75
1077.982,-0.30605,14.222,100.0,0.0,19.75
1078.131,-0.30605,14.222,100.0,0.0,19.83
1078.281,-0.31003,14.244,100.0,0.0,19.83
1078.431,-0.31003,14.262,100.0,0.0,19.82
1078.582,-0.31003,14.281,100.0,0.0,19.82
1078.732,-0.31042,14.281,100.0,0.0,19.77
1078.882,-0.31042,14.303,100.0,0.0,19.77
1079.032,-0.31042,14.322,100.0,0.0,19.84
1079.183,-0.31042,14.344,100.0,0.0,19.84
1079.332,-0.31042,14.344,100.0,0.0,19.86
1079.482,-0.31039,14.362,100.0,0.0,19.86
1079.632,-0.31039,14.381,100.0,0.0,19.89
1079.783,-0.31039,14.403,100.0,0.0,19.89
1079.944,-0.3109,14.403,100.0,0.0,19.94
1080.094,-0.3109,14.422,100.0,0.0,19.94
1080.244,-0.3109,14.444,100.0,0.0,19.91
1080.394,-0.31094,14.444,100.0,0.0,19.91
1080.545,-0.31094,14.462,100.0,0.0,19.85
1080.694,-0.31094,14.481,100.0,0.0,19.85
1080.845,-0.31094,14.503,100.0,0.0,19.83
1080.995,-0.31094,14.503,100.0,0.0,19.83
1081.145,-0.31094,14.522,100.0,0.0,19.86
1081.294,-0.31094,14.544,100.0,0.0,19.86
1081.445,-0.31094,14.562,100.0,0.0,19.92
1081.595,-0.31094,14.562,100.0,0.0,19.92
1081.745,-0.3108,14.581,100.0,0.0,19.89
1081.895,-0.3108,14.603,100.0,0.0,19.89
1082.046,-0.3108,14.622,100.0,0.0,19.87
1082.202,-0.3108,14.622,100.0,0.0,19.87
1082.352,-0.3108,14.644,100.0,0.0,19.89
1082.503,-0.31178,14.663,100.0,0.0,19.89
1082.653,-0.31178,14.663,100.0,0.0,19.87
1082.803,-0.31178,14.681,100.0,0.0,19.87
1082.953,-0.31128,14.703,100.0,0.0,19.89
1083.104,-0.31128,14.722,100.0,0.0,19.89
1083.253,-0.31128,14.722,100.0,0.0,19.94
1083.404,-0.31128,14.744,100.0,0.0,19.94
1083.553,-0.31128,14.762,100.0,0.0,19.99
1083.704,-0.31128,14.781,100.0,0.0,19.99
1083.854,-0.31168,14.781,100.0,0.0,19.95
1084.004,-0.31168,14.803,100.0,0.0,19.95
1084.154,-0.31168,14.822,100.0,0.0,20.0
1084.304,-0.31054,14.844,100.0,0.0,20.0
1084.461,-0.31054,14.844,100.0,0.0,19.96
1084.611,-0.3114,14.862,100.0,0.0,19.96
1084.761,-0.3114,14.881,100.0,0.0,19.89
1084.911,-0.3114,14.881,100.0,0.0,19.89
1085.061,-0.3114,14.903,100.0,0.0,19.91
1085.211,-0.3114,14.922,100.0,0.0,19.91
1085.362,-0.3114,14.944,100.0,0.0,19.96
1085.512,-0.3114,14.944,100.0,0.0,19.96
1085.662,-0.3114,14.962,100.0,0.0,19.97
1085.811,-0.3114,14.981,100.0,0.0,19.97
1085.962,-0.31224,15.003,100.0,0.0,19.97
1086.112,-0.31224,15.003,100.0,0.0,19.97
1086.262,-0.31224,15.022,100.0,0.0,19.97
1086.412,-0.31224,15.044,100.0,0.0,19.97
1086.562,-0.31224,15.062,100.0,0.0,20.02
1086.719,-0.31224,15.062,100.0,0.0,20.02
1086.869,-0.3115,15.081,100.0,0.0,19.98
1087.019,-0.3115,15.103,100.0,0.0,19.98
1087.17,-0.31041,15.103,100.0,0.0,20.02
