t,F,D,P1,P2,T
165.91,0.43511,0.0,100.0,119.0,30.83
166.018,0.43472,0.001,100.0,119.0,30.78
166.117,0.43226,0.002,100.0,119.0,30.78
166.218,0.42288,0.004,100.0,119.0,30.78
166.318,0.42667,0.005,100.0,119.0,30.82
166.418,0.43054,0.007,100.0,119.0,30.82
166.518,0.428,0.009,100.0,119.0,30.82
166.618,0.42757,0.011,100.0,119.0,30.92
166.718,0.42797,0.013,100.0,119.0,30.92
166.818,0.43162,0.014,100.0,119.0,30.92
166.918,0.42999,0.016,100.0,119.0,30.89
167.018,0.43059,0.018,100.0,119.0,30.89
167.118,0.42768,0.02,100.0,119.0,30.89
167.218,0.42088,0.021,100.0,119.0,30.83
167.318,0.41116,0.023,100.0,119.0,30.83
167.418,0.40994,0.025,100.0,119.0,30.83
167.518,0.41102,0.027,100.0,119.0,30.9
167.618,0.41264,0.029,100.0,119.0,30.9
167.718,0.41148,0.03,100.0,119.0,30.9
167.818,0.41239,0.032,100.0,120.0,30.91
167.918,0.41224,0.034,100.0,119.0,30.91
168.018,0.40795,0.036,100.0,119.0,30.91
168.118,0.40186,0.037,100.0,119.0,30.93
168.218,0.40036,0.039,100.0,119.0,30.93
168.318,0.40199,0.041,100.0,119.0,30.93
168.418,0.40523,0.043,100.0,119.0,30.94
168.518,0.41491,0.044,100.0,119.0,30.94
168.618,0.41657,0.046,100.0,119.0,30.94
168.718,0.42427,0.048,100.0,119.0,30.91
168.818,0.42968,0.05,100.0,119.0,30.91
168.918,0.4334,0.052,100.0,119.0,30.91
169.018,0.43517,0.053,100.0,120.0,30.85
169.119,0.44628,0.055,100.0,119.0,30.85
169.219,0.45333,0.057,100.0,119.0,30.85
169.319,0.45947,0.059,100.0,119.0,30.91
169.419,0.46492,0.061,100.0,119.0,30.91
169.519,0.46514,0.062,100.0,119.0,30.91
169.619,0.46453,0.064,100.0,119.0,30.85
169.719,0.47426,0.066,100.0,119.0,30.85
169.819,0.48277,0.068,100.0,119.0,30.85
169.919,0.48284,0.069,100.0,119.0,30.87
170.019,0.48436,0.071,100.0,119.0,30.87
170.119,0.49471,0.073,100.0,119.0,30.87
170.219,0.49836,0.075,100.0,119.0,30.81
170.319,0.50178,0.076,100.0,119.0,30.81
170.419,0.5115,0.078,100.0,119.0,30.81
