t,F,D,P1,P2,T
835.922,-0.30369,0.0,100.0,0.0,19.31
836.07,-0.30369,0.0,100.0,0.0,19.3
836.218,-0.30369,0.003,100.0,0.0,19.3
836.367,-0.30369,0.003,100.0,0.0,19.3
836.514,-0.30369,0.003,100.0,0.0,19.3
836.663,-0.30369,0.003,100.0,0.0,19.29
836.81,-0.30369,0.003,100.0,0.0,19.29
836.959,-0.30369,0.003,100.0,0.0,19.32
837.106,-0.30369,0.003,100.0,0.0,19.32
837.253,-0.30369,0.003,100.0,0.0,19.27
837.402,-0.30369,0.003,100.0,0.0,19.27
837.551,-0.30369,0.003,100.0,0.0,19.27
837.7,-0.30369,0.003,100.0,0.0,19.27
837.847,-0.30369,0.006,100.0,0.0,19.27
837.996,-0.30369,0.006,100.0,0.0,19.27
838.143,-0.30369,0.006,100.0,0.0,19.23
838.292,-0.30369,0.006,100.0,0.0,19.23
838.439,-0.30369,0.006,100.0,0.0,19.19
838.588,-0.313,0.006,100.0,0.0,19.19
838.735,-0.313,0.006,100.0,0.0,19.2
838.884,-0.313,0.006,100.0,0.0,19.2
839.031,-0.313,0.006,100.0,0.0,19.21
839.19,-0.313,0.006,100.0,0.0,19.21
839.337,-0.313,0.006,100.0,0.0,19.14
839.486,-0.313,0.009,100.0,0.0,19.14
839.633,-0.313,0.009,100.0,0.0,19.16
839.782,-0.313,0.009,100.0,0.0,19.16
839.929,-0.313,0.009,100.0,0.0,19.13
840.078,-0.313,0.009,100.0,0.0,19.13
840.225,-0.313,0.009,100.0,0.0,19.15
840.374,-0.313,0.009,100.0,0.0,19.15
840.521,-0.313,0.009,100.0,0.0,19.13
840.67,-0.313,0.009,100.0,0.0,19.13
840.817,-0.313,0.009,100.0,0.0,19.07
840.964,-0.313,0.012,100.0,0.0,19.07
841.113,-0.313,0.012,100.0,0.0,19.14
841.261,-0.313,0.012,100.0,0.0,19.14
841.409,-0.313,0.012,100.0,0.0,19.15
841.556,-0.3317,0.012,100.0,0.0,19.15
841.705,-0.3317,0.012,100.0,0.0,19.09
841.853,-0.3317,0.012,100.0,0.0,19.09
842.001,-0.3317,0.012,100.0,0.0,19.12
842.149,-0.3317,0.012,100.0,0.0,19.12
842.297,-0.3317,0.012,100.0,0.0,19.1
842.444,-0.3317,0.012,100.0,0.0,19.1
842.593,-0.3317,0.016,100.0,0.0,19.08
842.741,-0.3317,0.016,100.0,0.0,19.08
842.889,-0.3317,0.016,100.0,0.0,19.03
843.036,-0.3317,0.016,100.0,0.0,19.03
843.185,-0.3317,0.016,100.0,0.0,19.03
843.333,-0.3317,0.016,100.0,0.0,19.03
843.491,-0.3317,0.016,100.0,0.0,19.1
843.638,-0.3317,0.016,100.0,0.0,19.1
843.787,-0.31557,0.016,100.0,0.0,19.08
843.935,-0.31557,0.016,100.0,0.0,19.08
844.083,-0.31766,0.016,100.0,0.0,19.11
844.231,-0.31766,0.019,100.0,0.0,19.11
844.38,-0.31766,0.019,100.0,0.0,19.11
844.527,-0.31766,0.019,100.0,0.0,19.09
844.674,-0.31766,0.019,100.0,0.0,19.09
844.823,-0.31766,0.019,100.0,0.0,19.12
844.97,-0.32115,0.019,100.0,0.0,19.12
845.129,-0.32115,0.019,100.0,0.0,19.14
845.278,-0.32115,0.019,100.0,0.0,19.14
845.425,-0.32115,0.019,100.0,0.0,19.15
845.573,-0.32115,0.019,100.0,0.0,19.15
845.721,-0.32115,0.019,100.0,0.0,19.09
845.868,-0.32115,0.022,100.0,0.0,19.09
846.017,-0.32115,0.022,100.0,0.0,19.08
846.165,-0.32115,0.022,100.0,0.0,19.08
846.313,-0.32115,0.022,100.0,0.0,19.1
846.46,-0.32115,0.022,100.0,0.0,19.1
846.609,-0.32115,0.022,100.0,0.0,19.13
846.756,-0.32115,0.022,100.0,0.0,19.13
846.905,-0.32115,0.022,100.0,0.0,19.15
847.052,-0.32115,0.022,100.0,0.0,19.15
847.201,-0.32052,0.022,100.0,0.0,19.16
847.348,-0.32052,0.022,100.0,0.0,19.16
847.497,-0.32257,0.025,100.0,0.0,19.17
