t,F,D,P1,P2,T
666.731,0.52595,0.0,100.0,119.0,29.12
666.831,0.53162,0.0,100.0,119.0,29.12
666.931,0.52834,0.001,100.0,119.0,29.1
667.031,0.53234,0.002,100.0,119.0,29.1
667.131,0.53734,0.003,100.0,119.0,29.1
667.231,0.54169,0.005,100.0,119.0,29.09
667.331,0.54007,0.007,100.0,119.0,29.09
667.431,0.52803,0.009,100.0,119.0,29.09
667.531,0.534,0.011,100.0,119.0,29.0
667.631,0.53539,0.012,100.0,119.0,29.0
667.731,0.53508,0.014,100.0,119.0,29.0
667.831,0.53483,0.016,100.0,119.0,29.0
667.931,0.53449,0.018,100.0,119.0,29.0
668.031,0.5388,0.019,100.0,119.0,29.0
668.131,0.53719,0.021,100.0,119.0,28.96
668.231,0.53908,0.023,100.0,120.0,28.96
668.331,0.53558,0.025,100.0,119.0,28.96
668.431,0.53421,0.027,100.0,119.0,28.97
668.531,0.53688,0.028,100.0,119.0,28.97
668.631,0.53548,0.03,100.0,119.0,28.97
668.73,0.53325,0.032,100.0,119.0,28.97
668.831,0.52686,0.034,100.0,119.0,28.97
668.931,0.53094,0.035,100.0,119.0,28.97
669.031,0.53357,0.037,100.0,119.0,28.9
669.131,0.53356,0.039,100.0,119.0,28.9
669.231,0.53196,0.041,100.0,119.0,28.9
669.331,0.53563,0.043,100.0,119.0,28.92
669.431,0.5411,0.044,100.0,119.0,28.92
669.531,0.53778,0.046,100.0,119.0,28.92
669.631,0.53595,0.048,100.0,119.0,28.93
669.731,0.5365,0.05,100.0,119.0,28.93
669.831,0.53281,0.051,100.0,119.0,28.93
669.931,0.54033,0.053,100.0,119.0,28.9
670.031,0.54174,0.055,100.0,119.0,28.9
670.131,0.5384,0.057,100.0,119.0,28.9
670.231,0.54446,0.058,100.0,119.0,28.84
670.331,0.54076,0.06,100.0,119.0,28.84
670.431,0.53667,0.062,100.0,119.0,28.84
670.531,0.5393,0.064,100.0,119.0,28.87
670.631,0.54516,0.066,100.0,119.0,28.87
670.731,0.5509,0.067,100.0,119.0,28.87
670.831,0.54197,0.069,100.0,119.0,28.85
670.931,0.54123,0.071,100.0,119.0,28.85
671.031,0.5453,0.073,100.0,119.0,28.85
671.131,0.54949,0.074,100.0,119.0,28.91
671.231,0.54764,0.076,100.0,119.0,28.91
671.331,0.54068,0.078,100.0,119.0,28.91
671.431,0.5412,0.08,100.0,119.0,28.85
671.531,0.54286,0.082,100.0,119.0,28.85
671.631,0.53921,0.083,100.0,119.0,28.85
671.731,0.54931,0.085,100.0,119.0,28.83
671.831,0.54278,0.087,100.0,119.0,28.83
671.93,0.54159,0.089,100.0,119.0,28.83
672.031,0.54863,0.09,100.0,119.0,28.82
672.131,0.55147,0.092,100.0,119.0,28.82
672.231,0.54878,0.094,100.0,119.0,28.82
672.331,0.54997,0.096,100.0,119.0,28.81
672.431,0.54705,0.098,100.0,119.0,28.81
672.531,0.54718,0.099,100.0,119.0,28.81
672.631,0.55441,0.101,100.0,119.0,28.8
672.731,0.55545,0.103,100.0,119.0,28.8
672.831,0.55431,0.105,100.0,119.0,28.8
672.931,0.55648,0.106,100.0,119.0,28.76
673.031,0.55689,0.108,100.0,119.0,28.76
673.131,0.55436,0.11,100.0,119.0,28.76
673.231,0.55259,0.112,100.0,119.0,28.72
673.331,0.55463,0.114,100.0,119.0,28.72
673.431,0.55214,0.115,100.0,119.0,28.72
673.531,0.55279,0.117,100.0,119.0,28.72
673.631,0.55533,0.119,100.0,119.0,28.72
673.731,0.55677,0.121,100.0,119.0,28.72
673.831,0.55717,0.122,100.0,119.0,28.73
673.931,0.56209,0.124,100.0,119.0,28.73
