t,F,D,P1,P2,T
214.505,1.23618,0.0,100.0,120.0,28.04
214.613,1.23423,0.001,100.0,120.0,28.04
214.713,1.22884,0.002,100.0,120.0,28.04
214.813,1.22376,0.004,100.0,120.0,28.04
214.913,1.22013,0.005,100.0,120.0,28.04
215.013,1.22262,0.007,100.0,120.0,28.04
215.115,1.23125,0.009,100.0,120.0,27.99
215.214,1.22401,0.011,100.0,120.0,27.99
215.314,1.22464,0.013,100.0,120.0,27.99
215.414,1.22171,0.014,100.0,120.0,28.03
215.514,1.22516,0.016,100.0,120.0,28.03
215.614,1.2246,0.018,100.0,120.0,28.03
215.714,1.22219,0.02,100.0,120.0,27.99
215.814,1.22435,0.021,100.0,120.0,27.99
215.914,1.22673,0.023,100.0,120.0,27.99
216.014,1.2246,0.025,100.0,120.0,27.99
216.114,1.22621,0.027,100.0,120.0,27.99
216.214,1.22347,0.028,100.0,120.0,27.99
216.314,1.22397,0.03,100.0,120.0,27.92
216.414,1.23288,0.032,100.0,120.0,27.92
216.514,1.22587,0.034,100.0,120.0,27.92
216.614,1.22121,0.036,100.0,120.0,27.93
216.714,1.22367,0.037,100.0,120.0,27.93
216.814,1.22756,0.039,100.0,120.0,27.93
216.914,1.22806,0.041,100.0,120.0,27.94
217.014,1.22903,0.043,100.0,120.0,27.94
217.114,1.23109,0.044,100.0,120.0,27.94
217.214,1.23268,0.046,100.0,120.0,27.91
217.314,1.23061,0.048,100.0,120.0,27.91
217.414,1.22734,0.05,100.0,120.0,27.91
217.514,1.2247,0.052,100.0,120.0,27.93
217.614,1.22889,0.053,100.0,120.0,27.93
217.714,1.23365,0.055,100.0,120.0,27.93
217.815,1.23615,0.057,100.0,120.0,27.86
217.914,1.23395,0.059,100.0,120.0,27.86
218.015,1.22797,0.06,100.0,120.0,27.86
218.115,1.23405,0.062,100.0,120.0,27.88
218.215,1.23126,0.064,100.0,120.0,27.88
218.315,1.23103,0.066,100.0,120.0,27.88
218.415,1.23214,0.068,100.0,120.0,27.82
218.515,1.22704,0.069,100.0,120.0,27.82
218.615,1.23478,0.071,100.0,120.0,27.82
